Mod:Item:MetaData, Localized Name
EnderIO:blockIngotStorage:3, Блок сплава из красного камня
EnderIO:blockIngotStorage:4, Блок проводящего железа
EnderIO:blockIngotStorage:5, Блок пульсирующего железа
EnderIO:blockIngotStorage:6, Блок тёмной стали
EnderIO:blockIngotStorage:7, Блок соулария
EnderIO:blockIngotStorage:8, Блок стали Края
EnderIO:blockIngotStorageEndergy:0, Блок глинистого состава
EnderIO:blockIngotStorageEndergy:1, Блок кристаллического сплава
EnderIO:blockIngotStorageEndergy:2, Блок из мелодичного сплава
EnderIO:blockIngotStorageEndergy:3, Блок звёздного сплава
EnderIO:blockIngotStorageEndergy:4, Блок из кристаллической розовой слизи
EnderIO:blockIngotStorageEndergy:5, Блок энергетического серебра
EnderIO:blockIngotStorageEndergy:6, Блок яркого сплава
EnderIO:blockDarkIronBars, Решётка из тёмного железа
EnderIO:blockSoulariumBars, Решётка из призрачного сплава
EnderIO:blockEndSteelBars, Решётка из стали Края
evilcraft:blockBlood:0, Кровь
evilcraft:darkOre:0, Тёмная руда
evilcraft:darkBlock:0, Тёмный блок
evilcraft:lightningBomb:0, Бомба молний
evilcraft:bloodInfuser:0, Наполнитель кровью
evilcraft:bloodyCobblestone:0, Кровавый булыжник
evilcraft:netherMonsterBlock:0, Яйцо монстра Нижнего мира
evilcraft:netherMonsterBlock:1, Яйцо монстра Нижнего мира
evilcraft:netherMonsterBlock:2, Яйцо монстра Нижнего мира
evilcraft:hardenedBlood:0, Затвердевшая кровь
evilcraft:obscuredGlass:0, Затемнённое стекло
evilcraft:bloodChest:0, Кровавый сундук
evilcraft:environmentalAccumulator:0, Погодный собиратель
evilcraft:undeadLeaves:0, Мёртвая листва
evilcraft:undeadLog:0, Мёртвая древесина
evilcraft:undeadSapling:0, Мёртвый саженец
evilcraft:undeadPlank:0, Мёртвые доски
evilcraft:blockPoison:0, Яд
evilcraft:purifier:0, Очиститель
evilcraft:darkBrick:0, Тёмный кирпич
evilcraft:darkBloodBrick:0, Тёмный кровавый кирпич
evilcraft:spiritFurnace:0, Печь духов
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
evilcraft:darkTank:0, Тёмный резервуар
